poem,subject,score_1,score_2,score_3,score_4,score_5,rt_1,rt_2,rt_3,rt_4,rt_5
125,400,0,0,0,0,0,478,552,12093,666,652
139,402,1,3,2,5,2,1915,1980,6257,2115,1918
54,403,6,6,7,6,6,1012,14213,361,495,5322
109,403,5,6,6,7,7,203,477,178,294,278
71,403,7,5,6,7,5,65,22,46,50,35
71,403,7,5,6,7,5,65,22,46,50,35
19,403,8,7,6,7,5,62,50,49,81,67
145,404,1,1,5,0,1,8207,2060,10356,1812,4327
84,404,7,3,3,3,4,6997,1929,3288,2318,2088
8,404,4,5,6,7,4,1228,532,780,631,8317
69,404,7,4,5,6,6,107,103,130,1102,88
131,405,2,0,0,2,2,7764,3199,2994,3123,7375
99,405,1,1,1,1,1,9360,10721,1732,2014,1302
28,405,1,1,1,1,1,663,810,762,836,6021
135,405,2,2,1,2,3,1931,2529,1692,6718,7908
105,406,0,7,0,0,0,7771,4426,3549,1879,4963
25,406,5,4,4,4,4,3149,8279,107,679,325
53,406,4,4,4,4,4,25,35,44,36,42
90,406,4,4,4,4,4,18,49,65,51,63
90,406,4,4,4,4,4,18,49,65,51,63
24,408,3,0,0,4,5,10266,18981,39924,9731,11653
53,408,4,6,4,5,6,6317,3765,18656,2395,2942
135,408,4,4,4,5,4,3002,4034,6898,15347,3583
125,408,4,5,5,6,6,2493,2232,3691,19534,3437
101,411,5,5,4,5,5,18402,4820,4544,2736,3259
12,411,5,5,5,4,6,8014,1977,1684,3416,1479
63,411,6,5,5,6,4,10702,1935,2802,1652,1327
70,411,5,5,5,5,5,987,826,7732,1391,1152
32,414,8,7,5,3,5,4380,7726,2564,10051,12889
131,414,7,8,8,5,8,2816,2014,15438,2347,3776
35,414,8,8,6,7,8,1498,9128,1283,1679,8229
109,414,4,8,4,2,4,2565,2081,1372,23701,1798
7,417,7,7,8,7,6,3416,2348,3415,20796,5955
126,417,6,2,5,5,6,2030,4827,1063,2281,1249
57,417,6,6,6,6,6,1500,528,399,481,449
98,417,6,6,6,6,6,466,1612,383,512,564
92,421,3,2,1,1,0,15348,5185,2402,9710,5625
55,421,2,5,2,2,1,2309,4356,2630,2419,9959
150,421,2,2,3,2,0,1807,2183,7359,1752,1497
79,421,4,5,5,4,5,1449,4585,1491,1638,1264
62,430,7,7,2,4,3,4776,10724,2947,6962,5494
17,430,3,4,4,4,4,2934,2598,7212,1959,1814
124,430,3,3,3,2,3,749,861,351,327,20113
43,430,8,7,7,8,6,1107,1016,1989,462,6260
129,433,2,1,2,2,2,2489,30442,6302,938,475
31,433,2,2,2,2,2,219,205,164,169,116
6,433,2,2,2,2,2,73,56,75,98,61
150,438,2,3,2,9,9,47175,11951,5825,9431,5377
143,438,5,7,6,7,4,2531,12956,3560,7466,2443
35,438,6,7,6,5,6,1633,19972,10729,1913,2356
2,438,6,5,4,5,7,2268,2766,2079,1679,2957
102,442,0,0,0,0,0,1014,13627,1793,777,1060
66,444,2,0,1,0,0,5081,6905,23681,2055,1718
146,444,6,6,6,6,6,2417,2143,10772,2893,1615
80,444,7,8,8,8,8,1400,538,10999,462,772
62,444,4,3,4,4,4,694,249,776,10754,525
49,446,5,0,0,9,5,8820,85074,4903,6050,2328
80,446,1,5,5,7,5,3209,10618,1818,2687,1663
116,446,5,5,5,5,5,1020,1660,9411,3069,1192
100,446,5,6,5,4,6,1256,2071,6481,1737,1054
92,451,5,5,5,4,6,2965,16346,2385,1967,2644
36,451,6,6,6,6,6,1416,5814,1280,1891,2656
47,451,7,5,6,6,6,837,608,3464,1222,1331
49,451,5,6,5,6,6,2726,733,870,580,1298
134,454,4,3,6,5,2,5874,6574,4121,2261,14046
57,455,7,5,6,7,6,13524,21715,4790,8515,9168
64,455,8,8,8,8,8,3666,10735,2446,1270,3629
95,455,9,8,7,8,9,2286,920,529,1020,3243
16,455,9,8,8,8,8,603,1245,772,844,1849
123,458,0,0,0,0,0,32,15,31,23,33
107,458,0,0,0,0,0,19,32,31,13,45
24,460,6,6,6,6,6,6763,2875,12351,2571,2146
40,460,6,6,6,6,6,606,1950,619,821,1643
1,460,6,6,6,6,6,1347,1174,1320,1275,967
116,462,6,5,7,3,7,26745,8798,5198,4866,5347
92,462,3,5,5,5,7,10255,1863,6141,3298,2505
127,462,5,5,3,5,5,27500,2226,3299,6721,2244
127,462,5,5,3,5,5,27500,2226,3299,6721,2244
30,462,6,3,5,3,6,2051,2683,2506,2785,11026
23,464,6,8,4,5,6,9330,5440,4263,10565,20439
71,464,3,4,2,4,3,3483,1424,10131,2195,1897
129,464,4,5,3,4,4,1412,10043,2182,1064,1382
134,464,3,4,3,3,3,862,7363,1098,1013,1198
42,466,3,3,6,6,6,19344,3969,15642,7114,2799
21,466,5,2,2,2,1,2919,3256,24104,5869,1478
13,466,5,7,4,6,6,14569,2303,2152,2140,2081
2,466,5,6,4,3,6,3249,1939,12605,2432,3192
31,468,6,6,7,7,7,1644,16470,13667,2624,2989
24,468,7,7,6,6,7,1847,1081,1343,17694,1687
3,468,5,6,5,5,6,623,7958,557,405,714
95,468,8,8,8,8,8,5728,495,511,498,328
59,470,3,3,2,3,3,2595,15431,4929,1496,2771
99,471,0,2,0,0,1,2166,13889,2300,18907,4193
17,470,3,3,3,3,3,8457,1348,1377,2535,1598
42,471,1,0,0,1,2,2116,3750,2432,9651,1716
67,470,4,2,3,3,3,1524,6305,2852,1299,1841
26,470,5,4,5,5,5,1426,6776,1657,1923,2183
53,471,0,4,3,3,4,10174,1499,1833,1499,1165
1,473,7,4,3,8,7,4941,3134,5294,3050,10077
52,473,7,7,2,6,7,2335,3549,2291,18110,3177
117,473,5,5,2,7,6,12798,1702,1797,3128,2465
33,473,4,6,5,6,5,3058,38115,1884,5717,2331
54,474,9,9,0,0,9,4898,18770,4412,2039,6569
26,477,2,1,1,2,2,3024,432,1013,8845,17186
127,477,1,1,1,1,1,78,67,82,63,30
127,477,1,1,1,1,1,78,67,82,63,30
115,486,0,0,0,0,0,1838,15323,3802,1632,210
34,493,6,6,5,5,4,21879,8950,4895,6459,3746
146,494,4,5,0,2,3,26209,8891,4893,8201,2921
12,494,1,2,2,2,1,1514,17077,1928,3265,1508
82,494,3,3,2,2,2,3990,4123,2313,12671,1539
117,494,2,2,1,3,1,1141,8348,1135,1004,1362
107,496,1,6,3,8,6,4700,24639,9043,8893,4017
87,496,4,7,4,5,6,2390,9942,5803,2918,2351
43,496,6,3,2,6,6,7566,1895,12232,2614,1979
129,496,7,5,6,7,6,1254,8132,1612,1959,1329
29,497,7,6,4,6,7,3161,5573,19749,19621,5298
19,497,4,3,6,3,4,3246,6911,10149,5761,4537
148,497,6,7,4,5,6,13087,4607,2674,9301,2013
105,497,6,4,4,6,7,8521,4858,9190,4827,2464
9,500,7,7,7,7,7,1816,25405,1559,5539,1586
59,500,7,7,7,7,7,337,987,416,1603,763
4,500,7,7,7,7,7,249,317,322,296,247
38,500,7,7,7,7,7,937,272,194,228,378
117,503,1,0,1,1,1,1745,1055,2585,1594,5815
146,503,0,1,0,0,1,704,415,4966,482,507
31,503,1,1,1,1,1,381,394,453,431,327
53,503,1,1,1,1,1,478,341,461,712,689
85,505,6,4,5,6,5,1548,6121,3419,499,633
1,505,8,7,8,7,8,1004,1915,837,1217,2059
145,505,8,7,7,8,8,22,1995,444,248,133
42,505,8,8,8,8,8,154,195,118,152,194
42,505,8,8,8,8,8,154,195,118,152,194
67,510,2,2,2,2,2,12709,3778,15655,1633,2002
39,513,5,4,2,1,2,10988,6200,5421,2908,5883
20,513,1,1,2,1,2,1371,2244,9966,1397,1427
85,513,0,0,0,0,0,2158,983,1720,889,5532
1,513,3,4,4,4,2,1561,3734,1996,4206,2038
107,515,8,5,6,6,7,5091,7519,3690,23841,1333
71,515,5,5,5,6,7,2174,283,312,516,139
128,515,6,5,7,6,6,107,120,138,136,133
128,515,6,5,7,6,6,107,120,138,136,133
117,516,8,6,7,6,6,6587,9113,5976,30901,6759
94,516,6,6,6,7,7,14685,10912,37667,4329,2067
100,516,7,6,7,6,7,7249,11129,28635,16799,2682
58,516,6,6,7,8,7,4013,11970,4893,36610,18358
61,518,6,3,5,4,5,11786,4641,8499,18405,4102
69,518,7,8,7,7,7,1019,1506,1284,8001,1523
40,518,9,9,9,9,9,1293,7630,1020,726,2156
37,518,2,2,2,2,2,796,511,627,536,6786
20,521,6,6,5,7,5,5656,6120,2260,39089,3514
136,521,5,5,5,5,5,1067,14460,841,1435,1038
138,521,8,8,8,7,8,1104,1393,1049,6580,1865
45,521,6,6,6,6,5,803,659,636,702,5842
70,525,3,7,3,5,6,4547,47629,11025,7504,5286
95,525,8,9,9,7,7,6507,25883,824,2871,2843
88,525,6,8,6,8,8,7734,3694,11620,3527,2830
97,531,6,8,0,3,7,1960,2776,11027,3044,2288
66,531,9,9,6,7,9,1251,10385,2549,2982,14152
73,531,8,9,7,6,8,860,2844,1804,12650,1003
15,531,7,7,6,7,5,2244,1743,11114,1165,1466
95,532,8,9,6,7,8,2912,2708,18420,5505,3419
78,532,5,9,7,6,8,2038,7528,9287,1973,1736
25,532,5,8,7,7,7,2608,8856,7707,2647,1796
25,532,5,8,7,7,7,2608,8856,7707,2647,1796
15,532,6,7,6,6,6,9225,2481,2505,2863,2516
139,533,4,7,5,6,5,2731,13276,3249,2274,2704
147,533,4,6,4,5,5,2175,1970,9206,2838,1576
61,533,4,5,5,5,5,2082,24532,29513,2056,1470
134,533,5,6,5,5,6,8001,1597,1585,1755,4526
25,534,3,6,3,4,5,2421,12726,1646,15157,1872
16,534,4,7,4,4,6,5303,12984,5509,4488,2524
28,534,3,6,3,4,4,2908,3687,2889,2474,11607
43,534,3,4,3,3,4,1525,1713,1294,2126,10220
132,537,3,3,3,3,3,1564,2572,24128,1534,1406
113,537,3,3,3,3,3,1197,1309,1142,9437,980
131,537,3,3,2,3,3,10117,1260,1549,2429,1034
91,537,3,3,4,4,4,1130,1249,9828,1730,1678
52,542,3,4,4,4,4,20375,162,4143,1045,210
141,542,4,4,4,4,4,54,31,47,46,45
115,542,4,4,4,4,4,108,119,101,47,74
115,542,4,4,4,4,4,108,119,101,47,74
131,544,4,5,5,5,8,27415,1983,1239,642,1180
5,544,8,7,8,9,9,28,267,361,553,413
124,544,5,8,5,7,9,337,305,433,357,397
146,544,8,4,8,5,8,323,335,393,380,199
52,552,8,7,4,6,6,2250,4159,37768,3497,9264
141,552,3,4,3,3,3,2103,24290,3248,3980,4265
3,552,3,3,1,3,2,1602,1091,1697,9473,2821
115,552,2,2,2,2,2,10608,2391,1000,8061,2467
62,553,4,4,4,4,4,67,27,40,23,18
22,553,4,4,4,4,4,27,55,61,21,36
22,553,4,4,4,4,4,27,55,61,21,36
139,556,0,7,0,1,1,3279,4822,10130,1162,2094
122,562,9,9,9,9,3,4453,7763,1913,32808,17746
34,564,3,6,4,7,3,61814,9783,5815,4368,4694
114,564,7,4,4,5,6,2872,6947,28787,3168,1847
61,564,7,5,7,7,7,1282,17556,1944,1823,1151
35,564,3,5,4,4,3,2757,17637,1567,2722,2063
126,567,2,0,6,6,6,2355,7956,13781,6881,15935
8,567,9,9,8,7,8,6524,5330,2265,2879,2288
106,567,8,8,5,4,7,17029,9989,1952,2958,2612
125,567,5,5,5,5,5,458,14667,912,1407,515
4,568,0,9,7,7,8,21110,4849,980,4556,3780
18,568,6,7,0,8,7,11040,5819,3915,3748,1699
84,568,6,7,6,6,7,8821,704,457,555,1886
96,569,7,7,4,6,5,10305,18738,7812,9305,3175
95,570,6,7,9,9,8,113,1041,993,4238,1571
20,570,8,6,7,7,6,483,298,3470,797,348
44,570,4,5,4,4,5,2136,1797,1813,9703,1350
34,569,3,4,1,3,6,2501,2125,2521,3389,14182
14,569,8,8,6,7,8,1987,1326,2064,1687,6303
49,569,7,8,7,7,8,905,735,713,24285,697
109,571,9,5,7,6,0,24209,20636,3552,7023,8996
115,571,9,5,7,6,7,2511,4067,4895,2110,11278
79,571,2,4,0,5,0,5407,5311,15263,7898,2952
58,571,8,6,7,8,9,2687,8256,6718,1981,1628
4,573,4,3,4,4,5,9628,21723,3046,3774,1780
127,576,7,4,3,5,7,6190,21056,4799,10087,8519
16,576,7,3,4,5,6,14056,13933,6951,3849,3033
30,581,3,6,4,5,4,1352,6019,1495,1049,14272
47,581,6,5,5,3,5,629,844,1020,743,987
142,581,7,4,5,4,4,524,953,582,543,814
72,581,6,5,6,6,4,458,896,452,576,885
80,582,4,4,9,7,8,5844,1671,11786,2040,874
76,582,7,6,9,7,2,560,267,907,269,249
84,582,7,6,3,7,3,157,74,155,125,226
131,582,6,3,3,8,7,191,202,208,563,149
49,585,3,3,3,4,6,12140,3057,4090,4071,2508
133,585,8,7,8,8,9,2422,2039,6564,1611,1749
17,585,5,7,3,6,6,4986,1169,2237,1940,24676
33,585,8,8,6,7,8,2880,836,971,1137,1934
89,586,2,2,2,2,3,4166,4512,1941,24489,4073
37,586,3,5,3,3,4,3059,6774,1997,1469,8654
120,586,3,2,3,3,2,2303,4951,2319,1306,1906
5,586,5,5,6,5,5,1740,9145,1352,1332,1023
45,594,4,3,3,5,1,10997,24975,3670,3280,5098
83,594,3,4,4,4,4,1909,2495,2764,1849,15572
119,594,2,3,0,1,0,8792,3164,1959,2391,2294
98,594,1,3,1,1,0,2182,1164,16720,1686,2057
67,595,3,2,2,3,5,2044,3394,1663,4286,12005
134,595,3,3,3,3,6,1697,616,813,463,3152
79,595,1,3,3,3,3,18814,364,523,279,361
140,595,8,8,6,7,5,2457,2231,484,577,481
115,603,5,4,5,5,4,2481,4214,34849,2443,2551
45,603,4,4,5,5,5,2041,1781,8954,1749,1573
33,603,5,4,5,4,5,3292,1501,6915,4023,1361
112,610,4,2,4,3,3,5127,8637,6685,6624,19875
6,610,4,4,4,4,4,55,314,9705,296,1213
63,610,4,4,4,4,4,57,126,107,143,99
143,610,4,3,3,4,3,66,96,82,73,99
143,610,4,3,3,4,3,66,96,82,73,99
105,621,3,1,3,2,7,10212,3641,2671,23784,2286
147,621,4,4,4,5,4,1981,6282,2115,2531,19383
32,621,6,7,6,6,6,1914,1165,3597,5349,1366
99,621,8,8,8,8,7,3655,1099,782,1148,895
94,622,5,3,0,0,1,108,107,4190,2290,208
106,622,5,5,0,1,2,12728,36296,2672,93,163
106,622,5,5,0,1,2,12728,36296,2672,93,163
135,622,3,2,9,1,9,143,36,17282,2819,1859
89,622,9,5,1,9,8,7130,2692,4525,4200,2838
78,626,0,0,0,2,2,2670,13373,12392,15047,3752
65,651,2,0,0,1,1,5944,13769,4866,2261,3387
47,651,2,2,1,2,1,3424,11048,1842,1948,3204
22,651,0,0,0,0,0,10054,2221,1433,1667,1905
150,651,1,1,1,2,1,4478,2641,1593,12496,1990
49,672,3,7,4,5,5,2879,30268,14580,2585,3283
30,674,6,3,1,6,1,11221,3880,6922,2377,18143
142,672,5,6,4,5,5,2100,5103,2688,4149,2056
24,674,2,4,2,1,1,3287,12206,4971,2828,2075
135,674,1,1,1,2,1,2414,2562,1051,2129,11668
104,674,4,4,2,2,2,9214,1854,1597,2558,1815
84,672,6,6,5,6,5,126,58397,7075,118,210
25,672,6,6,6,4,5,99,19,132,116,113
25,672,6,6,6,4,5,99,19,132,116,113
25,672,6,6,6,4,5,99,19,132,116,113
65,675,2,2,2,2,2,1897,2343,1181,4796,19534
47,675,3,6,2,5,4,2978,10765,5029,7650,9482
95,677,4,5,6,3,5,6363,52284,1715,6198,2167
135,677,5,5,4,6,5,2926,813,15228,3132,1406
110,679,5,5,6,7,7,3900,19609,4854,2375,2082
42,679,8,8,8,9,9,12373,1780,1119,3612,1291
17,679,5,3,7,8,8,2018,7977,2009,1437,1100
57,677,5,7,3,5,7,1848,1889,2153,1298,13047
100,677,5,5,3,5,6,17581,412,916,697,555
46,679,8,8,8,8,8,503,362,474,6127,1046
126,686,9,4,1,0,7,1780,2701,4229,17755,2630
120,686,9,9,5,3,7,1623,1209,2349,1289,5164
39,686,8,4,6,4,8,175,297,708,350,264
111,686,4,7,3,4,6,1165,333,305,363,318
4,689,5,8,4,6,6,11325,10466,2825,11021,17004
49,689,5,6,3,6,3,2978,23290,3065,2014,2794
88,681,5,4,2,6,0,14267,52183,8305,8740,12376
105,681,4,6,0,5,0,3732,33838,4101,19157,1789
110,697,1,0,1,1,2,548,665,3471,914,29083
87,698,3,7,3,4,7,6555,3246,2480,2231,14343
42,697,2,3,3,3,2,7146,697,392,498,501
76,681,6,7,5,5,1,11104,11566,16986,9439,6210
17,697,0,0,0,0,0,145,14349,120,115,160
108,699,7,5,5,5,5,3624,13279,10710,6937,6103
43,698,5,7,4,4,6,2307,3313,4050,14268,2564
80,698,6,7,4,5,8,11177,4077,2924,2277,2873
52,681,6,7,5,2,0,2655,6322,8036,17622,11085
104,700,8,4,6,7,5,6518,8093,2368,2643,9976
95,702,0,0,0,0,0,378,185,718,118,2961
128,702,0,0,0,0,0,114,78,103,64,151
142,702,0,0,0,0,0,129,105,133,119,75
74,702,0,0,0,0,0,135,109,110,119,114
134,700,5,6,7,7,8,4243,3342,2553,2038,2966
64,698,6,7,4,5,6,4012,4026,2581,8332,3039
68,700,4,3,4,4,7,795,789,1262,3256,707
56,700,7,4,4,7,7,1595,600,2412,1526,2013
105,699,6,7,4,7,7,17496,4430,7930,1628,2821
134,704,5,6,6,5,6,1861,3308,15361,2392,1301
136,704,2,2,3,3,5,2090,2777,6265,4608,2290
64,704,7,2,5,5,6,11027,1860,6740,2885,2241
135,704,3,3,3,3,3,1741,7761,1009,1277,1616
132,699,4,3,3,7,5,20798,48423,8288,1942,3175
113,712,5,8,1,6,6,3278,15503,2711,5236,14018
141,710,7,7,4,6,5,5003,7678,20491,7916,5552
32,713,4,7,5,5,3,1834,3670,24665,3483,8222
29,715,6,3,6,6,9,2229,6445,27850,5874,4772
3,712,8,8,6,7,7,2699,1682,3757,2932,2232
118,712,9,9,9,9,9,2703,1673,1448,1328,1528
33,715,3,6,7,4,7,1058,512,488,601,12043
53,710,5,5,5,5,5,5728,1485,1677,1291,29741
77,715,7,7,4,4,5,497,507,521,516,585
149,715,6,7,4,8,4,479,399,536,535,587
49,716,2,5,2,3,1,21031,5694,1653,2437,2834
80,710,3,7,3,4,3,2157,10985,1368,1356,5533
73,716,4,4,3,4,2,1918,6312,2458,3320,7657
20,710,9,7,9,9,9,4935,8299,1405,1586,1964
129,716,3,4,5,4,2,2085,1702,6357,2102,1713
14,716,5,5,5,5,5,5521,2510,2724,1937,1513
107,724,3,9,7,8,8,9124,6619,3230,6446,3831
80,725,7,5,7,3,6,4982,3453,12556,5092,2369
50,725,5,5,7,7,7,2474,1420,2837,2413,10216
44,724,3,5,3,5,3,9466,1897,1017,2215,1497
56,724,6,5,7,5,7,1313,4135,1579,1196,5916
70,725,5,7,5,5,6,4807,1447,1437,942,1382
30,725,8,7,8,7,8,1325,1552,3943,1404,1895
118,724,6,6,6,6,6,798,692,899,7578,742
10,735,5,3,7,8,7,3631,5283,31643,2381,4204
110,736,9,8,9,9,9,15510,10241,5780,5206,3162
26,737,7,8,6,7,7,4739,5265,5850,2031,24979
48,735,8,7,3,3,6,7511,6765,1947,5818,4479
122,737,9,8,8,8,8,2564,4702,1297,1917,5815
134,736,7,7,7,7,7,7733,10503,4673,4701,3768
81,742,7,8,7,6,0,3778,7010,17204,3358,6986
149,740,3,3,1,2,3,24089,2804,3427,11155,4597
8,736,9,7,9,8,9,11695,2563,1783,2270,1529
53,737,6,6,7,9,8,16671,4581,1716,2552,2208
27,735,3,7,3,3,3,871,3412,13557,3797,1633
139,742,5,8,3,5,0,5466,6511,2364,8674,2290
44,737,7,6,7,7,7,4376,4694,547,1765,614
135,736,9,7,9,7,9,5843,5203,2207,2090,2077
102,740,7,6,5,6,6,2136,1815,1859,27458,1728
146,745,7,9,7,7,6,12200,9683,18310,3531,3664
122,735,3,5,7,8,7,2047,14349,2465,2365,6202
117,742,7,7,6,7,0,2100,8722,1558,1116,1148
81,744,3,3,2,4,5,30881,27526,2168,10551,3034
117,742,7,7,6,7,0,2100,8722,1558,1116,1148
113,746,1,4,4,4,4,4574,2813,2004,7334,17730
116,740,7,7,6,6,6,1545,1814,2691,10109,1213
18,742,8,9,6,7,0,1352,1653,1897,11931,1037
70,740,4,5,4,3,4,1362,1627,7396,1665,978
117,746,0,0,0,0,0,1396,982,1397,8023,1698
126,746,0,0,0,1,0,1198,4453,1048,1450,1929
139,744,2,5,1,2,3,19653,7632,1450,1575,1938
43,745,8,7,7,6,7,21557,8387,3974,3896,5159
117,744,3,3,1,3,4,6027,1588,1785,1578,2350
80,746,0,0,0,0,0,8006,1360,1048,1632,7045
18,744,5,5,5,4,6,4330,1441,1038,1135,1225
92,745,5,5,5,6,5,13302,3866,3941,3657,2569
79,750,1,6,0,7,2,10519,6899,2390,3299,11031
105,749,3,0,3,3,3,12179,24921,3361,7634,2942
40,750,6,3,8,7,6,3950,8100,3728,8607,3309
106,751,6,8,6,6,8,19712,5528,2016,2293,2706
149,745,5,7,5,6,5,22968,11023,2823,4751,2958
100,749,5,5,5,5,5,1649,6278,11580,1706,1633
14,750,8,6,5,4,7,10617,2120,2074,2236,1918
58,749,5,7,5,5,6,908,1150,7974,896,761
60,751,8,8,8,8,8,1841,10860,3682,1389,1627
58,750,2,2,2,8,3,1172,1721,956,6832,1541
1,754,9,9,9,9,9,2080,3278,6759,8162,2134
78,749,8,8,8,8,8,8039,1069,1132,968,1196
30,751,6,6,5,8,7,1299,1026,2255,1085,1181
120,756,0,0,0,0,0,2578,466,794,1293,5107
42,751,6,6,8,7,5,883,1308,868,792,810
83,754,7,8,9,9,7,1530,3368,2276,1654,5268
116,756,0,0,0,2,0,897,1124,7021,1031,898
68,754,7,9,8,9,8,2047,1358,1314,6686,2022
121,756,0,0,0,0,0,566,3469,594,613,871
135,755,4,3,0,5,5,25992,10917,4604,4081,2637
82,754,9,9,9,8,8,1529,1329,1107,1160,5219
53,757,2,3,2,5,5,4127,15866,12388,8858,3483
21,758,2,4,1,2,3,14505,6425,13472,7912,4175
126,755,3,5,6,4,4,2002,8147,9642,1185,1177
68,755,4,6,4,6,7,1955,1450,1593,7683,1299
8,758,2,4,2,4,3,1836,2253,8480,3112,1843
45,755,5,5,5,5,4,613,385,151,3015,248
13,757,4,0,1,1,2,8376,1719,1986,4193,2850
52,758,4,4,3,2,4,7030,1733,2421,2072,1422
109,758,2,2,2,2,2,991,881,7037,1033,1504
30,757,6,4,2,3,5,3040,2095,2156,10382,2087
74,760,3,0,0,6,0,7312,12056,1646,3284,3335
40,760,6,7,3,8,5,7359,4276,2513,2004,2040
82,760,5,1,3,8,3,1097,8098,1670,1916,1806
130,760,4,4,2,5,3,1414,8446,1179,1460,1073
4,762,0,0,0,0,0,15877,7394,1842,7534,3335
97,763,4,0,3,2,0,11943,3116,3481,4144,8793
29,762,4,6,0,0,1,21951,9194,1358,1602,2189
10,763,2,0,1,3,1,2865,1465,2663,14255,2963
135,764,7,9,5,5,2,6640,12998,18116,5095,5577
130,763,6,7,7,5,5,2633,8064,1947,6012,2231
47,762,2,6,0,0,2,4258,11812,6114,1188,2322
81,763,6,5,4,4,3,7297,6384,2262,2460,1448
111,762,1,6,0,0,2,4577,7041,1508,1239,1598
82,765,3,3,2,4,4,15411,3087,12155,6012,6002
22,771,9,9,9,9,9,5986,486,314,165,269
48,771,9,9,9,9,9,25,284,123,40,20
73,771,9,9,9,9,9,14,45,16,12,20
149,765,2,1,2,2,2,2463,20191,2408,6537,1442
84,765,4,5,4,5,5,7510,3452,1885,2475,1311
75,773,0,0,0,0,0,14,3592,32,29,44
82,773,0,0,0,0,0,37,13,23,78,53
114,773,0,0,0,0,0,19,28,17,14,62
45,766,7,6,6,6,3,36522,10148,2627,7098,39139
25,765,7,7,6,7,5,5117,4643,1322,3212,1671
116,770,4,8,5,6,2,2997,4048,5626,28631,11970
41,766,1,1,1,1,1,1443,3926,967,1965,14110
24,770,0,8,0,2,1,1665,2209,1764,8948,10661
135,774,9,5,8,9,8,2851,4774,26393,9456,3833
141,766,2,2,2,2,2,1008,15304,1210,1946,1677
4,766,6,6,6,6,3,1354,965,14707,1928,1452
75,770,0,8,2,0,0,2444,11181,1495,1647,1815
108,770,7,8,3,1,2,1623,1781,7600,1199,2396
72,776,2,2,2,2,3,2683,2711,1676,4667,11719
120,764,5,5,4,4,8,3737,3401,5859,182051,5960
140,776,3,3,3,4,3,1644,1697,1460,9119,1383
139,764,1,1,2,1,1,2206,1539,3580,1377,1444
43,778,5,9,2,3,7,3584,5902,2445,11641,12332
12,779,7,7,5,7,8,79,6012,5765,50,3055
45,779,5,7,6,5,7,99,29,53,100,17
83,779,6,6,5,5,6,82,63,65,83,62
83,779,6,6,5,5,6,82,63,65,83,62
112,778,5,7,4,4,6,3327,3328,2327,4295,16967
124,778,6,9,5,3,4,12655,1463,2944,2607,3546
3,764,4,4,6,1,2,78209,5125,3851,1387,2168
45,778,3,6,6,6,6,2081,16825,2949,2730,1942
68,780,1,0,0,3,8,4783,6987,3475,3327,12462
43,781,7,4,6,9,9,16526,6084,7931,11233,4770
88,780,3,5,1,7,5,1928,4697,1808,7482,5328
8,780,5,6,6,5,7,1345,1380,5825,2198,2179
133,780,3,0,3,3,2,1647,928,5667,1441,1726
112,781,4,9,9,8,9,2353,5783,8692,4804,2779
124,781,6,7,6,5,9,2440,2246,1560,4841,9478
45,781,4,4,4,6,5,850,1947,1232,5150,1271
129,786,2,2,2,2,2,1975,12053,4873,2076,2904
130,787,3,6,3,3,3,5421,15170,2495,7918,1678
27,786,3,3,3,3,3,1001,876,4676,3280,1088
111,786,5,5,5,5,5,512,550,6928,1125,644
24,784,1,0,1,1,2,1648,2966,3100,11647,44037
72,786,1,1,1,1,1,933,546,516,5994,445
6,787,6,6,6,6,6,1767,4854,5061,2145,1312
83,790,4,4,6,5,4,19761,3218,2357,1684,4871
23,787,3,2,3,2,3,1151,1305,1164,5269,1409
100,787,5,6,7,7,5,1075,1134,1212,1833,6749
81,791,7,8,4,8,7,8414,5513,9965,9991,6409
63,792,5,4,4,4,5,12867,5648,2587,4425,2984
100,792,4,5,4,3,4,1728,12170,14588,1944,2230
1,791,7,7,4,3,5,4345,7406,3482,16833,2867
66,792,6,5,5,5,5,1778,3958,3796,2659,1216
92,798,6,6,6,6,6,8494,593,597,1057,1043
74,793,2,3,1,1,1,12869,18137,8404,3038,2429
122,796,5,5,3,7,6,5909,14626,3159,5794,4857
147,792,4,5,5,5,4,1492,2929,8667,1437,1587
75,798,7,6,6,5,6,689,3548,847,3450,803
126,791,3,4,3,4,4,10853,1912,5746,9029,1993
19,798,7,7,6,6,7,828,1177,3933,995,906
77,798,4,4,4,5,5,547,935,2883,673,673
3,796,7,7,6,7,7,941,1608,2482,4756,600
19,798,7,7,6,6,7,828,1177,3933,995,906
110,796,4,4,4,4,4,4040,236,97,97,117
51,791,5,7,4,6,6,1882,2078,3015,2182,5611
35,793,2,3,2,2,1,2098,5757,18537,4606,1538
130,793,3,5,4,4,3,2712,3370,16177,2031,1532
56,793,4,3,3,4,4,2581,2024,2978,2435,22140
24,803,6,3,0,6,3,9108,27146,3904,5967,6847
74,793,7,7,7,7,7,347,394,277,3816,264
35,793,7,7,7,7,7,200,198,178,260,179
130,793,7,7,7,7,7,78,197,79,99,100
119,803,5,6,4,6,5,2831,10372,1790,2454,1734
74,793,2,2,2,2,2,326,416,60,2185,118
130,793,4,4,4,4,4,40,29,53,22,80
74,793,6,7,1,2,8,50,352,164,2092,131
130,793,3,8,1,6,8,212,212,184,176,137
56,793,0,6,7,3,3,160,212,166,130,140
56,793,0,6,7,3,3,160,212,166,130,140
35,793,0,3,8,6,1,177,197,210,226,236
10,803,5,5,5,6,5,3580,4873,1518,12012,1333
